stamp,dx,dy,dz,axis_x,axis_y,axis_z,theta_rad
1642400940.992776338,,,,,,,
1642400941.458734222,,,,,,,
1642400941.973403357,,,,,,,
1642400942.654815783,,,,,,,
1642400943.175029901,,,,,,,
1642400943.569258608,,,,,,,
1642400944.181123363,,,,,,,
1642400944.681633303,,,,,,,
1642400945.465230450,,,,,,,
1642400945.995210447,,,,,,,
1642400946.453370066,,,,,,,
1642400946.889489567,,,,,,,
1642400947.397686858,,,,,,,
1642400948.021826108,,,,,,,
1642400948.527033944,,,,,,,
1642400949.043884618,,,,,,,
1642400949.508679347,,,,,,,
1642400949.940773474,,,,,,,
1642400950.265566736,,,,,,,
1642400950.764200103,,,,,,,
1642400951.255766320,,,,,,,
1642400951.833844279,,,,,,,
1642400952.232463934,,,,,,,
1642400952.963276743,,,,,,,
1642400953.473199661,,,,,,,
1642400953.895029180,,,,,,,
1642400954.358284462,,,,,,,
1642400954.896216582,,,,,,,
1642400955.483381210,,,,,,,
1642400955.991678631,,,,,,,
1642400956.602275718,,,,,,,
1642400957.102025518,,,,,,,
1642400957.499418979,,,,,,,
1642400958.522145691,,,,,,,
1642400959.690002623,,,,,,,
1642400960.134610383,,,,,,,
1642400960.615812504,,,,,,,
1642400961.096342806,,,,,,,
1642400961.597023244,,,,,,,
1642400962.085727113,,,,,,,
1642400962.614357617,,,,,,,
1642400963.018135048,,,,,,,
1642400963.500170014,,,,,,,
1642400963.926250095,,,,,,,
1642400964.392957238,,,,,,,
1642400964.817006152,,,,,,,
1642400965.592018846,,,,,,,
1642400966.025408001,,,,,,,
1642400966.466787487,,,,,,,
1642400967.031907837,,,,,,,
1642400967.627248784,,,,,,,
1642400968.122661045,,,,,,,
1642400968.646025611,,,,,,,
1642400969.190279302,,,,,,,
1642400969.562530644,,,,,,,
1642400970.357724259,,,,,,,
1642400971.000582679,,,,,,,
1642400971.528949115,,,,,,,
1642400972.023438577,,,,,,,
1642400972.966197073,,,,,,,
1642400973.433430049,,,,,,,
1642400973.959598115,,,,,,,
1642400974.392341371,,,,,,,
1642400974.825282519,,,,,,,
1642400975.070342161,,,,,,,
1642400975.940627596,,,,,,,
1642400976.518558897,,,,,,,
1642400976.922540940,,,,,,,
1642400977.404145050,,,,,,,
1642400977.930766819,,,,,,,
1642400978.428413579,,,,,,,
1642400978.970515108,,,,,,,
1642400979.839095621,,,,,,,
1642400980.696793597,,,,,,,
1642400981.164431667,,,,,,,
1642400981.766525903,,,,,,,
1642400982.265810320,,,,,,,
1642400982.826056578,,,,,,,
1642400983.235219437,,,,,,,
1642400984.229750224,,,,,,,
1642400984.928699722,,,,,,,
1642400985.435908102,,,,,,,
1642400985.991111242,,,,,,,
1642400986.522427548,,,,,,,
1642400987.004590227,,,,,,,
1642400987.499425007,,,,,,,
1642400987.959408494,,,,,,,
1642400988.571786953,,,,,,,
1642400989.031048093,,,,,,,
1642400989.432670003,,,,,,,
1642400989.809462248,,,,,,,
1642400990.423578174,,,,,,,
1642400991.321123680,,,,,,,
1642400991.909461895,,,,,,,
1642400992.345239982,,,,,,,
1642400992.905508769,,,,,,,
1642400993.302881205,,,,,,,
1642400993.702419819,,,,,,,
1642400994.187546864,,,,,,,
1642400994.648962405,,,,,,,
1642400995.207658144,,,,,,,
1642400995.569508941,,,,,,,
1642400995.980724536,,,,,,,
1642400996.559565450,,,,,,,
1642400997.208390907,,,,,,,
1642400998.181090827,,,,,,,
1642400998.626519913,,,,,,,
1642400999.047847632,,,,,,,
1642400999.549177809,,,,,,,
1642401000.008853547,,,,,,,
1642401000.334175682,,,,,,,
1642401000.987173843,,,,,,,
1642401001.420127823,,,,,,,
1642401001.852202621,,,,,,,
1642401002.346310286,,,,,,,
1642401002.716292281,,,,,,,
1642401003.118839549,,,,,,,
1642401003.415588408,,,,,,,
1642401003.782047341,,,,,,,
1642401004.181294654,,,,,,,
1642401004.588390057,,,,,,,
1642401004.904875766,,,,,,,
1642401005.269615408,,,,,,,
1642401005.675012928,,,,,,,
1642401006.040760457,,,,,,,
1642401006.469965675,,,,,,,
1642401007.019133202,,,,,,,
1642401007.456342576,,,,,,,
1642401007.910685272,,,,,,,
1642401008.344221308,,,,,,,
1642401008.824232978,,,,,,,
1642401009.273701774,,,,,,,
1642401009.717611540,,,,,,,
1642401010.478999735,,,,,,,
1642401010.965354319,,,,,,,
1642401011.381640232,,,,,,,
1642401011.914231854,,,,,,,
1642401012.752118643,,,,,,,
1642401013.481385251,,,,,,,
1642401013.925595886,,,,,,,
1642401014.407284094,,,,,,,
1642401015.301059238,,,,,,,
1642401015.753563665,,,,,,,
1642401016.073350194,,,,,,,
1642401016.808792610,,,,,,,
1642401017.353585669,,,,,,,
1642401017.977496883,,,,,,,
1642401018.756962414,,,,,,,
1642401019.414322562,,,,,,,
1642401019.943198254,,,,,,,
1642401020.589757724,,,,,,,
1642401021.083111904,,,,,,,
1642401021.577994941,,,,,,,
1642401022.153501212,,,,,,,
1642401022.751224116,,,,,,,
1642401023.307170980,,,,,,,
1642401023.851129818,,,,,,,
1642401024.284991524,,,,,,,
1642401024.810946562,,,,,,,
1642401025.393136041,,,,,,,
1642401026.109399215,,,,,,,
1642401026.505175435,,,,,,,
1642401027.084973356,,,,,,,
1642401027.510514965,,,,,,,
1642401028.041889224,,,,,,,
1642401028.686210227,,,,,,,
1642401029.214129136,,,,,,,
1642401029.764884079,,,,,,,
1642401030.333263776,,,,,,,
1642401030.841809712,,,,,,,
1642401031.511712007,,,,,,,
1642401032.008635780,,,,,,,
1642401032.395395987,,,,,,,
1642401033.015037631,,,,,,,
1642401033.664142164,,,,,,,
1642401034.309982294,,,,,,,
1642401034.870943923,,,,,,,
1642401035.637666633,,,,,,,
1642401036.278695072,,,,,,,
1642401036.773263768,,,,,,,
1642401037.351347295,,,,,,,
1642401037.893622715,,,,,,,
1642401038.342167337,,,,,,,
1642401038.649707339,,,,,,,
1642401039.177140513,,,,,,,
1642401039.349981050,,,,,,,
1642401040.565284573,,,,,,,
1642401041.155622306,,,,,,,
1642401042.446706270,,,,,,,
1642401043.513723781,,,,,,,
1642401043.973499425,,,,,,,
1642401044.380732878,,,,,,,
1642401044.823158909,,,,,,,
1642401045.273860300,,,,,,,
1642401045.671332866,,,,,,,
1642401046.185998513,,,,,,,
1642401046.719440516,,,,,,,
1642401047.081079405,-0.8061569786,-5.987882047,7.355861457,0.3628993514,0.8838092485,-0.2952715243,0.03831427111
1642401047.597767836,-0.8151867867,-5.79482888,7.503286545,0.3155432935,0.8308243755,-0.4584356956,0.0531277806
1642401048.012486685,-0.8132982122,-5.752679063,7.506011464,0.3268225324,0.8251566129,-0.4607641441,0.05389944399
1642401048.470671297,-0.8171365073,-5.32796403,7.716734575,0.5783021965,0.743653439,-0.3354789593,0.04910750932
1642401048.918293824,-0.8119249873,-5.326120342,7.679710456,0.475669127,0.7690687977,-0.4269333274,0.05343352409
1642401049.514335102,-0.8066049174,-5.341471541,7.662437356,0.459992161,0.6775556119,-0.5738689786,0.04788990814
1642401049.952247239,-0.8113110474,-5.350608022,7.679823764,0.414746786,0.7788489955,-0.470509666,0.05711345593
1642401050.440788993,-0.8154723566,-5.35549762,7.700921546,0.434532289,0.7871976732,-0.4376088585,0.06115518062
1642401051.016377761,-0.814401088,-5.354854321,7.660320613,0.4323471139,0.781505626,-0.4498054353,0.05439728114
1642401051.553140743,-0.8227277637,-5.386322646,7.753886084,0.5608866813,0.733621207,-0.3836744134,0.04480364613
1642401052.119875102,-0.8157465285,-5.367712802,7.682831281,0.4829010848,0.7436813412,-0.4623252156,0.05036272479
1642401052.649683801,-0.8154946177,-5.385243951,7.686658298,0.4904328797,0.7071349765,-0.5093483243,0.04284354279
1642401053.209458148,-0.8131843493,-5.380878785,7.669839262,0.4342448923,0.7950771611,-0.4234190377,0.05681927332
1642401053.608411696,-0.8214083737,-5.382655643,7.681953837,0.5075880249,0.7133248219,-0.4832412394,0.05310207451
1642401054.075235610,-0.8223429132,-5.396078961,7.71321909,0.5659051352,0.6880227358,-0.4542863558,0.04720750413
1642401054.649420676,-0.8232711676,-5.396957043,7.708495018,0.617107538,0.6659069269,-0.4192210052,0.04541668111
1642401055.173958541,-0.822750284,-5.388561754,7.679835181,0.5226116193,0.7661326684,-0.374055918,0.05840953475
1642401055.816088726,-0.8237081556,-5.394735739,7.669730021,0.5541929303,0.7438742528,-0.3735254906,0.05554077213
1642401056.377177557,-0.8264185422,-5.385195232,7.643441439,0.6242619028,0.603575248,-0.4959778188,0.1078352277
1642401056.810078256,,,,,,,
1642401057.526367959,,,,,,,
1642401057.991366852,,,,,,,
1642401058.345200085,,,,,,,
1642401059.002043650,,,,,,,
1642401059.450005414,,,,,,,
1642401060.014290296,,,,,,,
1642401060.407528747,-0.8257875399,-6.059324107,7.275297341,0.6358511995,0.5870203474,-0.5010991558,0.1411288006
1642401060.870639515,-0.8224003971,-6.049094576,7.254075758,0.8198715091,0.4692867438,-0.3279949096,0.1570256957
1642401061.409104028,-0.8190204402,-6.035193625,7.22807714,0.8304827414,0.4523094133,-0.3251378337,0.1745461574
1642401061.999777766,-0.8129569127,-6.216688572,7.154070389,0.539412296,0.8009629024,-0.2597937717,0.06853820784
1642401062.562108985,-0.8094003731,-6.207949255,7.152301924,0.4901811731,0.7874111112,-0.3737728715,0.0707893724
1642401063.078099453,-0.8099545531,-6.206039633,7.175970535,0.5663737022,0.7773607902,-0.2737353306,0.06206373139
1642401063.816617533,-0.8114065674,-6.19211468,7.173900475,0.5986864621,0.7543991063,-0.2691774666,0.06004259689
1642401064.281440039,-0.8081123982,-6.1866008,7.166926615,0.6342361524,0.7080664018,-0.3104617103,0.06010250491
1642401064.774124161,-0.8070808006,-6.185502275,7.17414284,0.6492453038,0.6937300156,-0.3117999376,0.0608256623
1642401065.394164627,-0.8095084586,-6.181162454,7.179971187,0.6241974671,0.6533637639,-0.4283611957,0.09512354303
1642401066.005292411,-0.805566813,-6.152512014,7.158522642,0.8069105622,0.4679479796,-0.3604442162,0.1586924073
1642401066.627243979,,,,,,,
1642401067.780925043,,,,,,,
1642401068.213544073,,,,,,,
1642401068.542987040,,,,,,,
1642401069.013117084,,,,,,,
1642401069.515438476,,,,,,,
1642401070.184675065,,,,,,,
1642401070.618153021,,,,,,,
1642401071.238074349,,,,,,,
1642401071.614393147,,,,,,,
1642401072.159798471,,,,,,,
1642401072.584650949,-0.7962176368,-6.848205983,6.705507524,0.5229109918,0.8220897041,-0.2252390133,0.06286388174
1642401073.079624323,-0.794712847,-6.939694536,6.640398163,0.5231589308,0.8088676465,-0.2683987028,0.0636450599
1642401073.553450905,-0.7947985265,-6.873161933,6.675569716,0.5383439628,0.8051913134,-0.248702084,0.0591408303
1642401074.071984069,-0.7945353039,-6.861723335,6.68338768,0.5311452524,0.8120562952,-0.2417628886,0.05649255001
1642401074.657756515,-0.797444551,-6.85711399,6.693348458,0.56986857,0.7792638671,-0.2607635678,0.05972648775
1642401075.115987527,-0.7995341892,-6.852991576,6.685152489,0.5160326214,0.8115448536,-0.274053433,0.05659690802
1642401075.650694925,-0.8028753621,-6.844675289,6.701276069,0.5348840091,0.8231354319,-0.1906493049,0.05978342141
1642401076.068929125,-0.8029676136,-6.840016585,6.698334089,0.4827188266,0.8354540722,-0.2626766599,0.06129500399
1642401076.711791545,-0.8045231367,-6.841144323,6.687853173,0.572604016,0.7787655063,-0.2562204656,0.05544903784
1642401077.721786956,-0.8085782449,-6.82567124,6.659810417,0.609817296,0.7482201097,-0.2613226605,0.06864413725
1642401078.117650792,,,,,,,
1642401078.524386030,,,,,,,
1642401079.049669986,,,,,,,
1642401079.671671762,,,,,,,
1642401080.251509013,-0.8104344907,-7.066351554,6.454271652,0.7095239778,0.6542687554,-0.2617405598,0.06938092508
1642401080.868578713,-0.8091102587,-7.025101515,6.447237103,0.8811176002,0.4083791063,-0.2384497434,0.1938655994
1642401081.388043122,-0.8025835056,-7.302942743,6.276560667,0.6268425952,0.7631643946,-0.1569983046,0.05016549668
1642401082.069215641,-0.8003293998,-7.297748908,6.275691052,0.6080715477,0.7678105609,-0.2017819005,0.05881132914
1642401082.582324016,-0.8015733024,-7.122715613,6.4137935,0.6674541981,0.7202436646,-0.1890871679,0.06847392169
1642401083.173953993,-0.8011057384,-7.115577127,6.405954878,0.692266927,0.6998062354,-0.176175295,0.06463944651
1642401083.682439033,,,,,,,
1642401084.185870394,,,,,,,
1642401084.687104473,,,,,,,
1642401085.016735090,,,,,,,
1642401085.580022644,-0.803292689,-7.107031636,6.467490059,0.7026340726,0.6688917314,-0.2426709947,0.0757426543
1642401085.942477770,-0.7973253993,-7.111218008,6.400230989,0.667625327,0.6996942271,-0.254370618,0.06426928434
1642401086.472616746,-0.7972675218,-7.181701571,6.377913705,0.6817886649,0.6996070781,-0.2138086825,0.06250540282
1642401086.985289114,-0.7899309672,-7.449490172,6.149616126,0.5558425249,0.8207097873,-0.1321912728,0.05057305943
1642401087.678909217,-0.7814700392,-7.421864483,6.081871311,0.4883002011,0.8531190227,-0.1837140354,0.05428761115
1642401088.150935899,,,,,,,
1642401088.683469568,,,,,,,
1642401089.109351534,,,,,,,
1642401089.445207304,,,,,,,
1642401089.716929023,,,,,,,
1642401090.183904139,,,,,,,
1642401090.880835941,,,,,,,
1642401091.457299315,,,,,,,
1642401091.918538822,,,,,,,
1642401092.437868158,,,,,,,
1642401092.949876804,,,,,,,
1642401093.544813745,,,,,,,
1642401094.091860598,,,,,,,
1642401094.814448671,,,,,,,
1642401095.384422312,,,,,,,
1642401095.688814714,,,,,,,
1642401096.187009674,,,,,,,
1642401096.946782483,,,,,,,
1642401097.399077819,,,,,,,
1642401098.032450396,,,,,,,
1642401098.584836213,-0.7833962407,-7.747191927,5.771682787,0.5996849042,0.7820502522,-0.1696331887,0.05265369595
1642401099.045531839,-0.7902257321,-7.600438506,5.914998028,0.7325463733,0.6625351908,-0.1562783792,0.06433644284
1642401099.476890626,-0.789256255,-7.607060835,5.914033661,0.724219513,0.6640267646,-0.1859423378,0.05786920127
1642401100.340801947,-0.7902699142,-7.502208507,5.993094518,0.7441003896,0.6544370523,-0.1342637508,0.06575002403
1642401100.710275198,-0.7942908494,-7.517279808,6.026838756,0.763645749,0.6346317033,-0.1186919171,0.0681693001
1642401101.236420224,-0.7915197402,-7.509331276,6.006572814,0.7794941854,0.6085578657,-0.1484794231,0.06708285655
1642401101.885547829,-0.7921765098,-7.514684499,6.033004773,0.7604947327,0.6303205258,-0.1560249861,0.06638833977
1642401102.620705793,-0.789522516,-7.504281807,5.985692669,0.6857254435,0.7123602091,-0.149410671,0.06733701266
1642401103.209033351,-0.791285939,-7.509506137,6.000734649,0.7063071019,0.6791009736,-0.1998803281,0.07113325155
1642401103.876915039,,,,,,,
1642401104.310728872,,,,,,,
1642401104.885068149,,,,,,,
1642401105.279025620,,,,,,,
1642401105.925401951,,,,,,,
1642401106.479546002,-0.7689095035,-7.767682281,5.671542127,0.6885428952,0.7107739308,-0.1439065696,0.07066521677
1642401106.964199056,,,,,,,
1642401107.518345988,,,,,,,
1642401107.945501670,,,,,,,
1642401108.843624850,-0.7560119917,-7.921823681,5.492968211,0.5520657994,0.8307480859,-0.07128092957,0.05518331892
1642401109.405907460,-0.759606739,-7.920049831,5.500500984,0.603677426,0.782707913,-0.1514657988,0.05194339587
1642401110.119747877,-0.764049219,-7.831249549,5.661342366,0.6968940231,0.7091596631,-0.1069172241,0.05533460449
1642401110.651456412,-0.7595632118,-7.820311051,5.647556952,0.620190238,0.7732174261,-0.1322833348,0.06167676454
1642401111.171127098,-0.7596251654,-7.692927964,5.724994995,0.682209826,0.6998623517,-0.2116186239,0.07336559902
1642401111.576438153,-0.7581639147,-7.690461994,5.723632716,0.6782651766,0.712657989,-0.179094782,0.07242919992
1642401112.564745003,-0.7559260767,-7.691466477,5.738442614,0.6870071045,0.6968716478,-0.2058910997,0.07339212117
1642401113.239956629,-0.7694893482,-7.702119153,5.812160357,0.7572289427,0.6291600279,-0.1753909567,0.07500245531
1642401113.478888367,-0.7679692014,-7.700793764,5.794134663,0.6914760914,0.6935510921,-0.2021081337,0.0792108158
1642401114.387065303,-0.7681392268,-7.69094072,5.772037764,0.7351302968,0.6615104513,-0.1482813865,0.07026061353
1642401114.920796430,-0.7648119451,-7.688048017,5.770551619,0.7309291544,0.6586010683,-0.1788496691,0.0755862788
1642401115.464667778,-0.771246951,-7.693432239,5.78480409,0.7359427174,0.6483332848,-0.1950699068,0.06906146932
1642401116.042038398,-0.7701804008,-7.699485069,5.791020824,0.7001009757,0.6845245973,-0.2031863664,0.07425745558
1642401116.711161162,-0.7755782648,-7.695115356,5.774574675,0.71980128,0.6599753015,-0.2152178401,0.07481308655
1642401117.320973277,-0.7707946538,-7.676396743,5.730269774,0.6552139661,0.7180559783,-0.2347131665,0.07710705932
1642401117.786698069,-0.7761712164,-7.706742439,5.816760519,0.7675453088,0.6329585863,-0.1011811596,0.07230305253
1642401118.484124888,-0.7725466871,-7.689275937,5.788801417,0.6545671949,0.7225077662,-0.2225405921,0.1039180871
1642401119.016295831,-0.7699299677,-7.686649597,5.763605353,0.6284757048,0.7132138224,-0.3103938337,0.1165193522
1642401119.490822072,-0.7710656794,-7.688046541,5.777353386,0.675385587,0.7012795404,-0.2281694877,0.09976963312
1642401120.098160580,-0.7673808359,-7.663214385,5.765281883,-0.9981550027,0.01013554764,-0.05986535926,1.095611944
1642401120.902918696,,,,,,,
1642401121.515100640,,,,,,,
1642401122.084340510,,,,,,,
1642401122.686797087,,,,,,,
1642401123.249515992,,,,,,,
1642401123.817120636,,,,,,,
1642401124.347165114,,,,,,,
1642401124.895282961,,,,,,,
1642401125.318663896,,,,,,,
1642401125.820648355,,,,,,,
1642401126.280274397,,,,,,,
1642401126.731376914,,,,,,,
1642401127.607082178,,,,,,,
1642401128.086666577,,,,,,,
1642401128.488812399,,,,,,,
1642401128.921252995,,,,,,,
1642401129.384741881,,,,,,,
1642401129.883840439,-0.7700602465,-8.315394184,4.932904269,0.6833604287,0.7244524159,-0.09048326677,0.08759814689
1642401130.406302239,-0.7755435854,-8.332506099,4.970482891,0.7197635119,0.691743682,-0.05857615027,0.06739628755
1642401131.051290932,-0.7707400699,-8.306112575,4.879143081,0.6511388636,0.7522933393,-0.100363898,0.06825538219
1642401131.540396631,-0.7796054331,-8.338921472,4.978502603,0.7419517781,0.6703859496,-0.009499344363,0.06955274854
1642401132.087594335,-0.7714074945,-8.296931479,4.872561792,0.6855676391,0.7126414299,-0.1487924883,0.0724505036
1642401132.617438458,-0.7771185988,-8.32378033,4.954112724,0.7069388839,0.7039800392,-0.06818738056,0.07378485447
1642401133.053901868,-0.7736733187,-8.313120637,4.945548034,0.7135290343,0.6983994995,-0.05580731458,0.07448733812
1642401133.603541210,-0.7685803979,-8.307885006,4.886972669,0.7907575029,0.6064906089,-0.08289579577,0.08964071817
1642401134.094366616,-0.7677221614,-8.30248957,4.858015475,0.8544828221,0.5192879896,-0.01410994831,0.08243183537
1642401134.517855137,-0.7715746947,-8.326129449,4.902603877,0.8498981641,0.5255166631,-0.03879880655,0.09509345606
1642401134.908096710,-0.7685394329,-8.325927931,4.874255689,0.873584666,0.4866150494,-0.00745822513,0.08717312752
1642401135.574571464,-0.7645854793,-8.328327645,4.886508076,0.8408765927,0.539248559,-0.04623361829,0.09713459612
1642401136.165732218,-0.7681195895,-8.340018504,4.909043106,0.8191501054,0.5681388342,-0.07881224451,0.09117623096
1642401136.698144509,-0.7622599982,-8.306251003,4.82264951,0.862026283,0.5053356982,-0.0393258122,0.0887030589
1642401137.186939003,-0.7598478455,-8.315530253,4.803223664,0.8170191531,0.5673730633,-0.1027983978,0.09916516823
1642401137.750857991,-0.76250633,-8.338707855,4.85383695,0.8204885191,0.5715570194,0.01100742985,0.1004234154
1642401138.150737826,-0.7317643415,-8.767657997,4.066751177,0.7045047131,0.6970258005,0.1335220678,0.05639532784
1642401138.563562277,,,,,,,
1642401139.086666168,-0.7261022468,-8.942464027,3.872280647,0.4490291755,0.8920797005,0.05066169695,0.04333990073
1642401139.575794107,-0.7252930076,-8.938454506,3.897702102,0.5195360979,0.8460011812,0.1198509258,0.05144214269
1642401140.159514713,,,,,,,
1642401140.517491082,,,,,,,
1642401141.143900831,,,,,,,
1642401141.878033979,-0.7273663433,-8.912221677,3.979037465,0.6736559194,0.7360150896,0.06685424549,0.05294706548
1642401142.645610589,-0.723542598,-8.910607063,3.985269679,0.6588811931,0.7495119089,0.06408956001,0.04835923267
1642401143.321498898,-0.7292163478,-8.916036408,4.040691623,0.5913647253,0.7993117215,0.1067170719,0.0685990717
1642401143.806626391,-0.7270169326,-8.911753145,3.996968941,0.6085376531,0.7912210135,0.06042542945,0.05280500454
1642401144.280817075,-0.725154179,-8.901936469,3.972062978,0.6251543448,0.7782692708,0.05898294098,0.05476535907
1642401144.772890756,-0.7237377651,-8.894070001,3.926081025,-0.9845292984,0.1600514519,-0.07131334661,0.7493267671
1642401145.250812121,-0.7224620738,-8.855159362,3.877612751,0.6677826427,0.7366310879,0.1069625281,0.05994963936
1642401145.624307771,-0.7304089853,-8.89521407,3.955046678,-0.99032157,0.125046759,-0.0602203965,0.7326119037
1642401147.083455365,-0.7243727353,-8.865329646,3.875318493,0.7402513976,0.67232628,0.002289444385,0.07054270134
1642401147.877287647,-0.7275669424,-8.881861981,3.904271458,0.7979035091,0.5951537516,0.09561381784,0.07162555105
1642401148.453361767,-0.6566209815,-9.02461403,2.948428979,-0.961929531,0.2659801665,-0.06281821698,0.2831887092
1642401148.917431269,-0.7226388245,-8.86348325,3.852656985,0.7596154926,0.6501677633,-0.0163151169,0.08395581465
1642401149.417267566,-0.723833307,-8.862712948,3.843318143,0.7209205225,0.693012845,0.002607064421,0.07519306183
1642401149.847235100,-0.7276361208,-8.870381475,3.868738394,0.8497555429,0.5189688961,0.09266499976,0.07304079466
1642401150.180171369,-0.725314241,-8.861566921,3.832740943,-0.9870826542,0.148766078,-0.0594683766,0.6649777579
1642401150.555194690,-0.7387766449,-8.905748757,3.983462928,0.8298714942,0.5548403411,0.05886848925,0.08608335833
1642401151.147496678,-0.7220856128,-8.852851106,3.764493054,-0.9893996612,0.1372342587,-0.04748756322,0.6634884158
1642401151.892126884,-0.7375901978,-8.898738556,3.942304701,0.779247868,0.6266942592,0.005202461632,0.08615814145
1642401152.220254118,-0.7299425597,-8.871702146,3.863592294,0.7450310224,0.6667154459,-0.02047656975,0.09016424954
1642401152.859433153,-0.7348404537,-8.873054881,3.916575969,0.8411872371,0.5382082595,0.0523058465,0.08746149566
1642401153.653410365,-0.7379212847,-8.874649532,3.912491966,-0.9899460751,0.1323753343,-0.04983512122,0.6782803086
1642401154.087599340,-0.7442897994,-9.021882427,3.767307077,-0.9944505242,0.1002660409,-0.0318571177,0.6933560372
1642401154.415606860,-0.7381775574,-9.064488713,3.594691332,-0.9952006072,0.09275394119,-0.0311842552,0.689422484
1642401154.980959534,-0.7331540447,-9.035813024,3.502066046,0.8087525733,0.5851154883,0.05965853233,0.06720349276
1642401155.485837253,-0.7338678969,-9.040517246,3.501102654,0.7022990928,0.7078416393,0.0757376916,0.06199205445
1642401156.405104953,,,,,,,
1642401157.451859622,,,,,,,
1642401158.246088774,,,,,,,
1642401158.856312000,,,,,,,
1642401159.324816547,-0.7191604377,-9.290870304,2.945190405,0.3853466309,0.8865151926,0.2561226022,0.04695812823
1642401159.872695926,-0.7157542272,-9.2853137,2.922797967,0.4197051412,0.7463124294,0.51659012,0.03406288048
1642401160.309094631,-0.7179893842,-9.305108409,2.951883924,-0.9961151199,0.08732320795,-0.0113721237,0.7256195496
1642401161.051157086,-0.7152967243,-9.286201367,2.901839726,-0.9939597015,0.1097455016,0.0001912745357,0.7364293038
1642401162.059081265,-0.7188885756,-9.323636299,2.951470694,-0.9944873302,0.1040750758,-0.01278001206,0.7160559819
1642401162.404975462,-0.7174250302,-9.306760824,2.907839333,0.6012515907,0.7724145527,0.2046271816,0.04182313533
1642401162.888110988,-0.7173806271,-9.313550077,2.900356597,0.7607452743,0.5955162612,0.258122084,0.04625605425
1642401163.381289007,-0.7234705475,-9.330714949,2.983959376,0.6633277584,0.742992151,0.08921293862,0.0598029358
1642401164.058560952,-0.7207280805,-9.332789489,2.963623991,0.7896467087,0.5198020235,0.3259814901,0.03916869737
1642401164.533408766,-0.7174554004,-9.320787417,2.907477745,0.6751284958,0.6737308355,0.300480075,0.0413020256
1642401164.990014057,-0.7199594397,-9.341251009,2.971016871,0.6202928833,0.7594773862,0.1960378504,0.0547546469
1642401166.056195075,,,,,,,
1642401167.060673409,,,,,,,
1642401167.529507433,-0.7000972672,-9.444797469,2.520826105,0.6615690599,0.6015183858,0.4477745085,0.034309789
1642401167.911261259,-0.7023477698,-9.451347196,2.557251055,0.8967461215,0.1542805003,0.4147817749,0.03454066235
1642401168.436110232,-0.7014537558,-9.415303803,2.710622826,0.6595780811,0.7319591622,0.1708582449,0.04679179794
1642401169.076573383,-0.6963087104,-9.403492041,2.631756951,0.7671114757,0.5903138375,0.2511365308,0.03129037569
1642401169.659195189,-0.6963685192,-9.39441211,2.589275717,0.2498877473,0.9580661365,0.1402333478,0.03949952265
1642401170.309430523,-0.6992887742,-9.414989804,2.676957481,0.8360827714,0.04594704392,0.546675835,0.03225876997
1642401171.208158096,-0.696630207,-9.414095413,2.648428827,0.4662339855,0.8482088854,0.2513315688,0.04356148901
1642401171.974174074,-0.6955824506,-9.410501005,2.599205106,-0.9968099339,0.07980813327,-0.0007858897011,0.6910401539
1642401172.553670103,-0.6981440154,-9.424963386,2.655954927,-0.998185944,0.06003469411,-0.004544974738,0.7017752585
